text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @red_centinela: 70% de probabilidades que Maduro sea obligado a renunciar antes del final de su mandato https://t.co/ke4aAFUm2E vía @inf…,FALSE,0,NA,2017-05-27T18:50:38Z,FALSE,NA,868539963058655232,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RichIbarraC,11,TRUE,FALSE,NA,NA
RT @chimito2: Pronunciamiento del grupo Transición Pacífica y Democrática sobre la crisis en Venezuela https://t.co/tt1E1xD3TW https://t.co…,FALSE,0,NA,2017-05-27T18:48:39Z,FALSE,NA,868539464959873024,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PEDROSICANDELA,3,TRUE,FALSE,NA,NA
RT @chimito2: Pronunciamiento del grupo Transición Pacífica y Democrática sobre la crisis en Venezuela https://t.co/tt1E1xD3TW https://t.co…,FALSE,0,NA,2017-05-27T18:43:21Z,FALSE,NA,868538128268759040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eduquemonoshoy,3,TRUE,FALSE,NA,NA
RT @chimito2: Pronunciamiento del grupo Transición Pacífica y Democrática sobre la crisis en Venezuela https://t.co/tt1E1xD3TW https://t.co…,FALSE,0,NA,2017-05-27T18:40:07Z,FALSE,NA,868537314900942849,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",brujocharles,3,TRUE,FALSE,NA,NA
"RT @MariaClaudia_F: María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezuela #27Mayo",FALSE,0,NA,2017-05-27T18:37:53Z,FALSE,NA,868536752855756800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",moralbaortiz,6,TRUE,FALSE,NA,NA
Pronunciamiento del grupo Transición Pacífica y Democrática sobre la crisis en Venezuela https://t.co/tt1E1xD3TW https://t.co/nbMRIKp6kN,FALSE,0,NA,2017-05-27T18:36:56Z,FALSE,NA,868536516674437120,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",chimito2,3,FALSE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T18:23:34Z,FALSE,NA,868533150422622208,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",moreliagonzalez,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T18:22:55Z,FALSE,NA,868532987507429376,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",sacoroba13,37,TRUE,FALSE,NA,NA
"RT @MariaClaudia_F: María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezuela #27Mayo",FALSE,0,NA,2017-05-27T18:11:35Z,FALSE,NA,868530135414304769,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ramospat13,6,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T18:08:53Z,FALSE,NA,868529457719652356,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cpelaezw,37,TRUE,FALSE,NA,NA
"RT @MariaClaudia_F: María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezuela #27Mayo",FALSE,0,NA,2017-05-27T18:08:29Z,FALSE,NA,868529356146081792,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",esteveper,6,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T18:04:16Z,FALSE,NA,868528292781076480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OrteganoEddy,37,TRUE,FALSE,NA,NA
"RT @MariaClaudia_F: María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezuela #27Mayo",FALSE,0,NA,2017-05-27T18:02:47Z,FALSE,NA,868527922356903937,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SalvaBenasayag,6,TRUE,FALSE,NA,NA
"María Corina Machado: Vamos hacia la transición a la democracia, vamos a la reconstrucción de Venezuela #27Mayo",FALSE,1,NA,2017-05-27T18:02:44Z,FALSE,NA,868527907018354688,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MariaClaudia_F,6,FALSE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:57:57Z,FALSE,NA,868526704498798593,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mariasarcila,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:56:28Z,FALSE,NA,868526333357379584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",adlferrari,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:55:16Z,FALSE,NA,868526028293107712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",erickedsel,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:51:19Z,FALSE,NA,868525035551678465,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alejandra52,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:50:13Z,FALSE,NA,868524759629344773,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ediljose64,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:48:49Z,FALSE,NA,868524407190425601,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gratecar,37,TRUE,FALSE,NA,NA
